"OriginalPath","SourceRoot","RelativePath","StagedPath","BatchRoot","MovedAt"
"C:\Users\labuser\AppData\Local\Temp\2\DWP-Cleanup-Test-Execute\movable.txt","C:\Users\labuser\AppData\Local\Temp\2\DWP-Cleanup-Test-Execute","movable.txt","C:\Users\labuser\Documents\Training\Day 3\RollbackStore\Batch-20260805-050714\C__Users_labuser_AppData_Local_Temp_2_DWP-Cleanup-Test-Execute\movable.txt","C:\Users\labuser\Documents\Training\Day 3\RollbackStore\Batch-20260805-050714","2026-08-05T05:07:14"
